Hari,Skor
1,-3.736944514383442
2,-27.38105119935081
3,-2055.4617511051465
4,-29540.07671063907
5,-72823331.06689347
6,-7988069.176853315
7,-690579.0236011
8,-591394.2552327927
9,-1639668.8321892032
10,-382373.52461242996
11,-64904.645070426755
12,-52640.14047543531
13,-12599.981682045745
14,-12697.709836745267
15,-4208.255097672714
16,-20216.238136169162
17,-3950.324261235399
18,-5707.272879756417
19,-45023.76606940771
20,-6354.188162729557
21,-14606.398329361144
22,-12291.291162762462
23,-4567.99893631749
24,-4775.071764931074
25,-538.248184111822
26,-283.51648689196054
27,-612.1714478772093
28,-270.0921134855284
29,-115.58105003044079
30,-82.69135734244223
31,0.1526662277430748
32,-37.193867628141895
33,-210.3597966995419
34,-186.05071152820847
35,-80.10259119652524
36,-48.607524786042546
37,-1.9139286111312521
38,-9.707932717894106
39,-39.30822396072333
40,-8.587357841061637
41,-26.446008354698755
42,-50.80100366670686
43,-29.056302329534525
44,-51.3519383040446
45,-69.20945830083194
46,-56.711599711606624
47,-34.785376910033
48,-33.358163794703415
49,-33.05566206081168
50,-21.660701296276887
51,-18.54605707153979
52,-16.403803169794134
53,-12.131321204341129
54,-18.028136567267442
55,-11.008750132042058
56,-13.087553625333646
57,-7.236663503349114
58,-11.332486908587436
59,-1.852912355552256
60,-1.239013732886117
61,-3.033131712976936
62,-3.5117439599005156
63,-2.776551524744606
64,-4.333848382675167
65,-2.8644543049732767
66,-2.1308958488185357
67,-2.01021610662375
68,-1.3371582267130782
69,-0.33913486440672824
70,-0.8870618542868591
71,-0.023749148039591272
72,0.4953729798985085
73,0.8530900369905677
74,0.5593307571928263
75,0.7702091691839301
76,0.8467032771664933
77,0.9553250157647954
78,0.9878574746417402
79,0.9347475010678635
80,0.9413471496363484
81,0.9934560044180762
82,0.9895327163206571
83,0.9720681379228117
84,0.9842784898924856
85,0.9887427724086236
86,0.9823557908289788
87,0.9521960372153132
88,0.9567361868065923
89,0.963696545070867
90,0.9909761437618846
91,0.9762036946670946
92,0.9914596108640539
93,0.9919667025830508
94,0.9935439939061996
95,0.99379635038038
96,0.9943933693214193
97,0.9944135181108231
98,0.9947403843448412
99,0.9946633708321864
100,0.9947121987339496
101,0.994501472881575
102,0.9947851646626776
103,0.9929113880632652
104,0.9941758739072839
105,0.9936316468273382
106,0.9932071728456039
107,0.9944212362804897
108,0.993916246937062
109,0.9924795247366347
110,0.9929753404877195
111,0.9933616263390934
112,0.9931916963684969
113,0.9929092776004604
114,0.9929161788275725
115,0.9935442235070687
116,0.993269085834503
117,0.9938323271723922
118,0.993711453990839
119,0.9944204555012713
120,0.9944820325295558
121,0.9946512056092925
122,0.9948228887941128
123,0.9947795171611027
124,0.9948605244657341
