Hari,Skor
1,-4.47444307757698
2,-0.9067579088001632
3,-8661674.639349118
4,-8661674.639610663
5,-414.5202961072284
6,-36319.058452270445
7,-2003.4154538445612
8,-14.052621078997646
9,-44.63452700327985
10,0.4590720148027059
11,-9.083264258260284
12,-0.039015150992726344
13,-5.4858814322324125
14,-1.6556070618529652
15,-2.2535154406465767
16,-4.3980146024730296
17,-6.593204460119377
18,-4.109024447032846
19,-10.062706858004143
20,-6.011504286503569
21,-7.159378635059902
22,-12.741081497009723
23,-8.52585602871934
24,-8.401653477433875
25,-8.473104843851265
26,-10.065647249068123
27,-10.2375785772998
28,-10.251217872184563
29,-8.787282747263866
30,-9.774607275296129
31,-9.830411895701694
32,-7.693625216108288
33,-7.271611207151583
34,-7.697463004719532
35,-6.999774712497806
36,-6.682341776030314
37,-6.70036475212664
38,-7.902147868745619
39,-6.136953449328553
40,-7.4302058962582205
41,-5.57779033197104
42,-5.626195963317789
43,-4.885669147642037
44,-5.322252102862805
45,-4.3532380990416915
46,-3.940680772138739
47,-4.521895515554137
48,-4.442053049377646
49,-4.708254943915193
50,-3.8609943776843867
51,-2.354733949187585
52,-2.4014300973907674
53,-2.3843086358458696
54,-2.6686538536763984
55,-3.0129814586519332
56,-1.555903741849784
57,-2.3824581848042024
58,-0.9146483620410433
59,-0.9669870848732247
60,-0.6519859667839711
61,-0.4008895699904036
62,-0.6550276507716337
63,-0.9669554851418649
64,-0.1938101860239856
65,-0.19400298342847422
66,-0.19428195123334735
67,-0.27545136355974176
68,-0.1938546161285255
69,0.07549574961092287
70,0.4514533450609113
71,0.0015577266790162136
72,0.14595058689838636
73,0.482024562901178
74,0.6079995062867107
75,0.27133380440238397
76,0.3519148027532357
77,0.6657549244543224
78,0.3517759657086996
79,0.7016010123204155
80,0.6874162808215447
81,0.7183815118149389
82,0.6329818689458
83,0.7786545271838999
84,0.7453694367750421
85,0.7559104012169824
86,0.7601165980835212
87,0.7797064781886883
88,0.782646206053789
89,0.8118981141335655
90,0.801368930101879
91,0.7824641507950324
92,0.7856647435497325
93,0.7946777561949758
94,0.7950897791891915
95,0.797743108462597
96,0.7876280112848508
97,0.8171826229217752
98,0.7600565442749971
99,0.8054136879294335
100,0.8002902726409558
101,0.809984582549717
102,0.791960413371936
103,0.7909163313719066
104,0.8003763854874606
105,0.7523337001396639
106,0.7497882496648689
107,0.7576359960915774
108,0.8056826845905596
