Hari,Skor
1,-2.778424317787574
2,-1.8470183392053583
3,0.15894023373849298
4,-2066.452633087576
5,-33914.54399437782
6,-147.63858235001643
7,-1020.5638905176805
8,-57.788827175247114
9,-16.926029882891466
10,-1.665410848391362
11,0.3595554226165919
12,-0.7548609311648762
13,0.6248361786006903
14,-0.9389721422385846
15,-0.9419539554887364
16,-0.6281467012500082
17,0.47985729000275745
18,0.24547272373085183
19,0.6559647881239853
20,0.43068251202206453
21,0.7177760785265079
22,0.7351712945420215
23,0.6996652191845498
24,0.7645688161836671
25,0.7207400286669142
26,0.7659667886276001
27,0.764935439509401
28,0.58945515715409
29,0.5574652161301117
30,0.6618145767818574
31,0.7042658540698843
32,0.3127834681826994
33,-0.17973637843434798
34,0.38922056520838033
35,-0.5076051577319378
36,-0.5990695953754002
37,-1.0071486420985747
38,-0.5103720939324503
39,-1.3103868708439599
40,-0.6930838511157347
41,-1.5637835038633803
42,-1.3197020202665448
43,-1.6964107708506009
44,-1.406790895651997
45,-1.5023495207749695
46,-1.6719300096064642
47,-1.4933642894735142
48,-1.4903297994783644
49,-1.2248527583514344
50,-1.1501584510408378
51,-1.2269955462374305
52,-0.9454802061213585
53,-1.477768061207085
54,-0.6388005872403519
55,-0.7213465584788046
56,-0.9902374014906801
57,-0.5978715990799426
58,-0.4750810229596525
59,-0.5388749725245665
60,-0.6644826314990084
61,-0.43198547016109434
62,-0.5976169797254325
63,-0.432318704759058
64,-0.5091445108423143
65,-0.21769196891877862
66,-0.18861425055688175
67,-0.15566640570042578
68,-0.05554888645155964
69,-0.05215144221964718
70,-0.28004511550056477
71,0.1483016404667099
72,0.1347694621734019
73,0.07014066866024937
74,0.10859367924676144
75,0.3598846354033485
76,0.33562696851830165
77,0.3495489567451199
78,0.1675009729976552
79,0.20538863151961073
80,0.4364753027882019
81,0.43637600869466875
82,0.40390932670315405
83,0.4462532365305617
84,0.5304330886788299
85,0.5218670259477246
86,0.6095526086293763
87,0.6285586313260296
88,0.6242069920507146
89,0.5325769153625171
90,0.6602493865070871
91,0.6260008754241774
92,0.7116678319661156
93,0.7563927806052528
94,0.6883171938872741
95,0.769647483917206
96,0.8043899382923544
97,0.8288150553888869
98,0.6937678035773556
99,0.8315950057459145
100,0.8288266245648979
101,0.7907712568763026
102,0.7853742054196472
103,0.8305417271868227
104,0.8143794377366588
105,0.8477836231433964
106,0.8221740699803044
107,0.8488868644075782
108,0.8328815880650745
