Hari,Skor
1,-0.7219037686368637
2,0.20156021989695783
3,-92.67871443841241
4,-28.087995611565145
5,-71464.32674151432
6,-3005.5337709099963
7,-754.2286701682139
8,-926.5954501325532
9,-141.5021112836075
10,-119.89143527849484
11,-655.785413121923
12,-206.10074208575884
13,-21.863156866045657
14,-193.27961542698105
15,-48.70781656942052
16,-25.386476001579133
17,-0.44635989037455004
18,-0.7236346700497729
19,-0.8926009041844085
20,-1.747738281027226
21,-4.04233148401917
22,-0.8226110285939952
23,-0.6542862848691515
24,0.6978840786999566
25,0.24034899659027742
26,0.976025978671501
27,0.9736102722481189
28,0.9694190387494747
29,0.931860136457954
30,0.972150435860656
31,0.9754827924906699
32,0.40496094468478017
33,0.8576038332920868
34,0.5619319169729531
35,0.7833423177580097
36,0.5613418606916956
37,0.8522067857742422
38,0.65489349423863
39,0.5777538187308129
40,0.6571895526585949
41,0.44960371435749025
42,0.28695976966024683
43,0.14395659963111218
44,0.1884331925315067
45,0.34960277325819045
46,-0.0502901896619905
47,-0.3181100774325327
48,-0.40831672422951426
49,-0.4525260824924473
50,-0.6807906811169568
51,-0.7824179017263682
52,-0.635392220151954
53,-0.285511617189562
54,-0.2217502048652915
55,-0.1271294822773772
56,-0.008335086736730002
57,-0.031357095468230956
58,0.3309439155020416
59,0.40146523216050356
60,0.4104937949423262
61,0.48129041962173413
62,0.5389088721069899
63,0.4811698705895664
64,0.5805755514907484
65,0.6854399944133083
66,0.7227466372615171
67,0.737689835826798
68,0.7126362146245687
69,0.7361404895215523
70,0.6586975233529123
71,0.6132288211274962
72,0.6686290509590909
73,0.613919764719391
74,0.550630127158781
75,0.5730993047392594
76,0.4877248200866485
77,0.4510642958852846
78,0.396557895505804
79,0.3813142536561268
80,0.3493072766632278
81,0.34706447143049257
82,0.30227815104903155
83,0.3028546895666179
84,0.3128021407863155
85,0.296725095182546
86,0.3151624843716273
87,0.3252103812846866
88,0.32550906321589035
89,0.32385294100687334
90,0.33309883600310086
91,0.3927697358170812
92,0.40603156236610516
93,0.405970946736501
94,0.4115733807139108
95,0.42550469466106533
96,0.7960345707201476
97,0.7896424552260659
98,0.9153017807506815
99,0.7789478794155895
100,0.9714519045424705
101,0.9597704660728456
102,0.8671616073912096
103,0.846587616103526
104,0.9156414258718603
105,0.8255756640094237
106,0.808002955799917
107,0.829523940535702
108,0.8177095784537083
109,0.7991658697489067
110,0.774961459668293
111,0.7509108555183324
112,0.7972096537248721
113,0.7982038708942523
114,0.8238166581129914
115,0.8295843713090991
116,0.8484028209126993
117,0.8616042294344657
118,0.8790957042253879
119,0.8671879701766417
120,0.8885829820582692
121,0.8427594529528194
122,0.9084158576278012
123,0.9171580190210454
124,0.9316084108175233
125,0.9400340587285789
126,0.952528914911811
127,0.9555395096246704
128,0.9552063497807157
129,0.9483123763065733
130,0.9614662346651317
131,0.9688293249118864
132,0.964973982379491
133,0.9714608971166555
134,0.9732063432827484
135,0.9728601998667822
136,0.9761303864744788
137,0.97292724704248
138,0.9745837320453863
139,0.9813834801369836
140,0.9817748704788902
141,0.9828185514591501
142,0.9821557799078405
143,0.9838589587958249
144,0.9850896601493034
145,0.9847614782210822
146,0.985272192691778
147,0.9847605151165
