Hari,Skor
1,-1.4475419785081094
2,-1.4475419785081094
3,-13.111088467483254
4,0.7284464796096689
5,-95.21460305911937
6,-7.8658056878543405
7,-17.11172911234798
8,-5.624777437690532
9,-115.54629342238619
10,-75.43183634057822
11,-80.53504202064786
12,0.9694685856249198
13,0.28190122812747564
14,-1.7281180991221867
15,0.8961865932309705
16,0.33990492509516923
17,-2.0346637284108335
18,-1.954419610685477
19,-1.7529041667075345
20,-0.03283283090860212
21,0.6428896570688185
22,0.838409994641276
23,0.9128827443938867
24,0.9811671022745491
25,0.96552499899427
26,0.9880455896041421
27,0.9864406890588604
28,0.9885403193734945
29,0.9822170871875799
30,0.9883896004740145
31,0.9886413896368107
